,LST_Day_01_x,LST_Day_02_x,LST_Day_03_x,LST_Day_04_x,LST_Day_05_x,LST_Day_06_x,LST_Day_07_x,LST_Day_08_x,LST_Day_09_x,LST_Day_10_x,LST_Day_11_x,LST_Day_12_x,Id,LST_Night_01_x,LST_Night_02_x,LST_Night_03_x,LST_Night_04_x,LST_Night_05_x,LST_Night_06_x,LST_Night_07_x,LST_Night_08_x,LST_Night_09_x,LST_Night_10_x,LST_Night_11_x,LST_Night_12_x
0,-0.0498183,-0.0730292,-0.2290542,0.3749742,0.1626254,1.25542,1.4642053,1.6937641,0.9366495,0.2179478,0.2770708,-1.0876511,24285,0.1189461,0.0433303,-0.037804,-0.0916924,-0.0476832,0.2495857,0.0672829,0.0644118,0.0639611,-0.2229435,0.3110787,0.3330028
1,0.5168846,0.3652651,0.2219617,0.7101268,1.3815563,0.5574859,1.8501975,2.1812205,1.6646262,0.9909057,0.617412,0.4975999,4786,-0.1403956,0.0255468,0.1737941,-0.3978525,-0.3609229,0.4540731,-0.4680413,-0.7736705,0.8339295,0.8496843,-0.3679259,-0.604248
2,0.2711103,-0.3137656,0.8734653,0.0008384,0.6872108,0.1719641,0.0951718,0.6060683,0.1420863,0.1707205,-0.917711,-1.8541208,24737,-0.428074,0.2135516,-0.3506135,-0.0512529,-0.1013545,0.1304532,0.4291672,0.3590555,0.1373068,0.0975372,0.2780519,0.4566074
3,-0.6505724,-0.2842255,-1.9584302,0.3170155,0.9482975,-1.6104313,-2.4594512,-2.0197345,-0.5355887,-0.5600993,-0.1620529,0.3174671,19100,0.8572421,0.7541227,0.4715348,-0.0240206,0.015276,-0.3379081,-0.466603,-0.2745083,-0.5372548,-0.3400184,0.0705581,0.4658756
4,-0.0003332,-0.3110152,-1.2632492,-1.5022506,-1.1240888,-1.4039372,-1.3712784,0.0307787,-0.7033667,-0.8336234,-0.2766466,-0.4276854,13772,-0.8383837,-0.0540925,-0.2141941,0.3372959,-0.1380495,0.3997185,-0.3830456,-0.6471183,0.8765914,0.6548466,1.3217326,0.6168084
5,0.676924,0.9761285,0.1877055,-0.4874727,0.2798603,-1.3924891,-4.0416013,-2.5465325,-1.2631052,-1.3633974,2.4209324,0.7365751,14803,0.407651,-0.1070936,0.65603,0.2509609,0.5226213,0.2381517,-0.6184901,-0.0867452,-0.1770368,-0.0931797,-0.1256354,0.7191537
6,1.1395598,-0.7859781,-0.5330562,1.2296331,-0.0932252,-1.0353797,-1.6924743,-1.9174057,-0.4294583,-0.0012395,-0.9778035,-0.9675206,16117,0.9032635,1.12186,0.5209813,0.7119273,0.7102372,0.3242728,0.1882643,-0.2396974,0.1116054,0.1785766,1.077384,1.5361889
7,0.0469157,-0.5536933,0.52947,-0.7610675,0.9121236,-1.3605326,0.3093453,0.0061146,0.1024238,-0.2219365,0.3005012,-0.09525,21562,0.7191218,0.6299381,-0.0861555,0.8124268,0.9427867,0.9757544,-1.081835,0.9256338,0.2928689,0.1294166,0.2821891,-0.1209602
8,0.984632,-0.3123411,-1.0630635,-0.1543231,0.2125447,0.535889,-1.1617137,-1.6457363,-1.3755132,-0.831528,-0.4084489,0.8006286,8991,0.4622,0.9171,0.5467786,0.6953821,0.6966338,0.0844828,-0.3813653,0.6226094,0.8327719,1.2903909,1.3608016,-0.8250594
9,0.1781527,-0.3510211,-0.676366,0.4384877,0.8182901,1.5133283,0.3312371,-0.2270174,-0.219202,-0.481293,0.8079007,0.183225,28470,0.040485,-0.0479284,-0.3034472,-0.829506,-0.0705251,-0.1537024,-0.2304131,-0.1249008,-0.2315862,-0.5415724,-0.6494615,-0.5816236
10,0.8480759,-0.6682254,-0.3718158,-0.0400014,-1.4492526,0.2772834,0.0424297,0.7439162,0.6399412,0.301255,0.2829659,-0.0963348,6792,0.1258884,0.1154847,-0.2730583,-0.101464,0.3503011,0.1050991,0.0447525,0.3891783,0.1171855,0.1995644,0.0097721,-0.3929669
11,0.5488731,0.4034974,0.2699201,-1.6875798,-0.2476002,-1.9765962,-5.4925889,-4.9807457,-0.9127081,0.6266446,0.5549697,0.0213499,7932,-0.1304566,-0.2606114,0.1453885,-0.466326,0.0110714,-0.4022492,-0.1439663,-0.5465166,-0.3243611,-0.1676223,-0.6971028,-1.140983
12,-0.1428271,-0.0404635,-0.1991274,-0.7616417,-0.2227402,-0.1843937,-0.7206738,-1.267294,0.1823586,0.6321287,0.3122023,0.3178958,7619,0.5298411,0.2785698,0.0750962,-0.105437,0.0146048,0.0108851,-0.4192094,-0.2708254,-0.5481657,-0.1787836,-0.1809835,0.6689152
13,0.3441195,-0.0139292,0.0584136,2.0708946,-0.1725412,-3.7011127,-3.2160484,-1.5126269,2.2795619,0.0857585,0.389084,0.4250955,23712,-0.5324067,-0.5540861,-0.6970467,-0.377303,-1.2547617,-0.3195255,-0.3485278,0.037201,0.0642891,-1.1514796,-0.4642555,0.2670102
14,0.6935001,2.2856619,1.5113006,1.9190158,1.9852242,2.713648,2.8841847,2.3210124,1.8814874,0.8931565,1.1643331,-2.9455538,16439,-1.3741332,-0.9296773,-0.265106,-0.1006721,0.3202192,0.0741264,0.3374763,0.123884,-0.4329843,-1.1811552,-2.7224003,-1.6599619
15,-0.1162689,-0.2553996,-0.4354197,-1.2318671,-2.1111069,-2.8398049,-2.8054008,-2.4027143,-1.8179115,-1.1099773,-0.660137,0.0141485,9233,0.3193605,0.4059793,-0.0626048,0.1648205,0.1093603,-0.0692457,-0.0202135,0.3069463,0.0779351,0.3468502,0.3296485,-0.2344076
16,0.3815885,1.0005395,0.8290367,1.1349825,0.8889071,0.2320189,-0.4342627,-0.3104062,-0.4010955,0.0822052,0.1803468,-0.0023362,9357,0.0158767,-0.5232101,-0.3141392,-0.6724475,-0.4991065,-0.3232378,-0.6634679,-0.1876769,-0.0227385,-0.1451745,-0.4410451,-0.146492
17,1.1409263,-0.6088985,0.2217598,-0.3421056,0.4655442,-3.2094475,-2.3730626,-1.2820753,-0.5933725,-0.2864162,1.2246044,-0.4822248,25034,0.6838487,0.0951242,-0.4910228,-0.1941175,0.6062932,0.2262378,0.2768308,0.4678744,0.6411092,0.6796763,0.6725238,0.2748496
18,-1.3253867,-0.373443,1.0869171,0.21322,-1.2573788,-5.587573,-7.0902814,-4.5548861,-1.1267673,-1.1139813,-0.0999955,-0.526823,25677,-0.0130685,0.2143331,-0.5549492,0.0271495,1.4331093,1.1286853,0.2634815,0.7119243,0.6499804,-0.4917994,0.0372104,-0.768588
19,-0.0866334,-0.8780171,-0.3824638,-0.0443393,0.1186731,-1.3387049,-1.2804731,-1.7446209,-0.6504227,-0.3820116,-0.4401214,-0.7137147,17951,1.0328996,0.7441085,0.4415737,0.3158564,0.3807057,1.016868,-0.169344,0.1502215,-0.0137735,-0.019352,0.2582015,0.8278315
20,-0.3374651,0.695131,-1.0625575,-0.3093753,-2.0762824,-2.515864,-2.4821356,-1.6768363,-0.6477284,0.1841751,0.2583299,-1.9872516,17004,-1.3434837,-0.6589408,-0.1381382,-0.7232046,0.8467745,0.355739,-0.5887772,0.6126946,-0.6434672,-0.6545324,-0.3513599,0.1741753
21,-0.4373572,-0.5744254,0.0741907,0.4410886,-0.1622391,-0.7873621,0.8784685,1.7707395,1.5954247,0.7007586,0.1694378,0.5537307,20138,0.4121809,-0.0076477,-0.0598462,-0.3928352,-0.2065513,-0.0595596,-0.2284113,0.1758958,0.1337458,0.1614657,0.3269087,-0.8392988
22,0.8623177,0.0060896,-0.0540246,-0.6046995,-0.4551999,-2.1109575,-1.2330052,0.3097382,0.8939254,0.5851948,0.8008739,-1.3548528,15798,1.7464368,0.1621083,-0.0240121,0.9848957,0.9838518,0.4608457,-0.2967818,-0.351197,-0.1671477,-0.3687056,0.5760174,1.5236521
23,-0.3508798,-0.7752409,0.2105959,-0.1987158,2.2411247,-0.7940944,-1.1433422,1.0098041,0.3963021,1.6505782,1.182573,0.673496,19892,-0.267872,-0.5509706,-0.1199772,-0.553375,0.3427279,-0.239858,-1.0407223,-0.5636251,0.2338143,-0.8091473,-0.3556859,-0.9855654
24,-0.9571984,0.1422242,0.7277457,0.0747462,-1.2882206,-2.4366255,-0.6668324,0.0056045,0.0233227,-0.0874366,1.7121095,0.275758,24419,0.4282609,-0.3700996,0.0349123,0.021586,0.3946737,0.1241015,-0.7711173,0.2594713,-0.4739791,-0.1514585,-0.0053217,-0.9062453
25,0.6242761,-0.1902776,0.3877242,0.0917092,-0.1432678,-1.5356192,-2.5428758,-2.3308389,-1.5610449,-0.4407434,-0.6182036,0.0442673,24442,-0.5512358,-0.4033528,0.0322955,0.0230072,0.4496088,0.3387749,-0.7090928,-0.2093918,-0.3556014,-0.0840939,-0.6982629,-0.2889582
26,-0.1830509,-0.6981683,0.1521596,-1.3729886,0.3735537,0.615355,0.5542202,0.7443887,0.6897754,0.5061654,0.1464215,0.003596,16438,0.0464181,-0.1091137,-4.97E-05,0.1552165,-0.0273262,0.3060603,-0.1666853,-0.3271776,-0.8271045,-0.6714776,-0.331363,0.2450975
27,-0.6127717,0.1113475,-0.5762682,-0.5552253,0.4329408,-1.3015848,-2.9059462,-2.0468489,-0.2678277,0.6086331,0.7400461,-0.0207592,16459,0.6213733,1.2754775,0.8173586,0.2677335,0.4145812,0.3372019,-0.1588445,-0.2218766,-0.7047639,-0.4150567,0.0917257,-0.1192583
28,-0.4277501,-0.4319502,-0.8119578,-0.6594826,0.8459644,-0.3983052,-0.236107,0.3646978,-0.487094,-0.3022179,-0.5136016,-0.3272732,3396,-0.1109938,-0.0107645,0.6322979,0.1777839,0.325386,-0.3141573,0.1191996,-0.2328937,0.3945116,-0.3045288,-0.0315222,0.3952008
29,1.3805687,0.060468,1.9197744,0.6186496,0.7297392,-0.2244742,0.6262666,1.1544262,0.702301,0.7191821,1.1738437,-0.7816574,20144,-1.1858673,-1.3766063,-0.7081496,-0.7582259,-1.1417507,-0.9469553,-0.7755492,-0.599423,-0.5870429,-0.8405083,-0.6317386,-0.5710075
30,-1.0094607,-0.4206388,0.0769586,0.5933205,-0.0988836,0.1545404,1.6431085,1.1854088,0.3867175,0.4498149,1.1247201,1.3815468,24465,0.2631087,-0.8597389,0.3137487,0.3643325,0.8765264,-0.0561284,0.3087732,0.2398084,0.0102955,-0.0406193,-0.673109,-0.8430607
31,-0.2723434,-1.0582545,-0.347663,0.0851304,-0.6321973,-0.4794038,0.5196351,0.2055937,0.3330268,-0.0568374,0.5053703,0.1130309,16752,-0.1971092,-0.1605148,-0.128604,-0.6476366,-0.2243825,-0.7350304,-0.7598692,-0.4689001,-0.6324659,-0.8562986,-1.1060897,-1.0455106
32,-0.3275225,0.1602655,-0.6027887,-0.1752314,0.6448953,0.633818,-0.6917603,-0.8189582,-0.4531818,-0.0489263,-0.1118559,-0.0234563,20139,0.2303651,0.2677612,0.1062452,-0.0161847,0.2792127,-0.0541595,-0.1808766,-0.0971936,-0.0663369,-0.0773596,-0.2375805,0.2246979
33,-0.1888711,0.2262741,-0.5205461,-0.2466662,0.7115631,0.026105,-1.4907089,-0.2273658,-0.1466836,0.9282902,1.0939894,-0.3711137,20140,0.2565497,-0.1156079,0.5685446,-0.0269619,-0.2023529,-0.4650182,-0.2231648,-0.4478677,0.2192482,-0.7059738,-0.4880417,-0.5013019
34,0.3509211,-3.7088364,-0.5598454,3.3591581,1.9912821,1.8346723,0.9278888,0.4772614,-0.2150542,0.1013617,0.580084,-0.8622545,28429,0.3017076,-0.1519726,1.0456065,-2.3105635,0.4296791,0.7773764,-0.2384795,0.0605719,-0.0315504,-1.2239404,0.0365968,-0.2621374
35,-0.4383197,-0.0976908,0.1280958,0.068995,-0.5510948,1.9099061,1.8330282,0.373554,0.9066922,-0.13741,-0.340443,0.3475386,27308,0.630458,0.0640519,-0.4116128,-0.4669306,0.3102453,-0.263174,-0.105815,0.3172043,0.0977745,-0.576277,-0.3058033,1.1193827
36,-0.4472293,-0.1473529,-0.6101655,1.6286505,1.0917758,0.0958199,-2.186452,-1.1189017,0.2740696,-0.7329016,0.6629388,-0.0421063,28183,0.5695109,-0.4093288,0.2383973,0.5514335,0.1405886,0.201359,0.0969363,0.0072108,0.2892577,0.081331,-0.3388174,-0.3953909
37,-0.3229393,0.0206998,0.0965901,0.1267065,2.3844221,1.7873988,0.3895947,1.6724898,0.6456004,-0.6605269,0.3890474,-0.9526136,21550,-0.2103583,0.0142673,0.492788,0.276508,0.6200253,1.0387546,-0.0348304,0.3199659,0.3257393,0.067906,0.2416453,-0.3376575
38,0.4335807,-0.2598546,-0.721423,-0.6838956,-1.1585082,-1.1486345,-0.7070018,-0.2740409,-0.0257241,-0.1145652,0.6370346,-0.3703524,24300,-0.1322069,-0.1586897,-0.2392987,-0.0399021,-0.328067,-0.101851,0.0860286,-0.226162,-0.0180714,0.0213224,-0.2837404,-0.7416277
39,-0.5025728,-0.5455543,-0.9564876,-0.8790385,-1.084998,-3.4565917,-2.3164298,-2.4931846,-1.152927,-0.0019033,-0.2525237,-0.2781891,15841,0.6817574,0.1490271,-0.0120907,1.0013912,0.5111709,0.2421682,-0.1124589,-0.1339864,-0.2693624,0.1966454,1.054828,0.3921958
40,0.5092202,1.3606698,1.3839065,1.3853098,1.2981732,0.805161,1.6909864,0.9163791,2.0498554,2.359202,1.743237,-0.2303533,16437,-1.3409727,-0.6789373,-0.3190305,0.3874588,0.4502637,0.0350756,-0.4588535,-0.9435697,-2.8081216,-3.4720219,-3.7363728,-1.2280671
41,-0.674698,-1.7967238,-1.2433297,1.1916854,1.034136,-2.7791719,-2.1258436,-3.5350343,-2.8175715,-1.5113874,-0.772259,0.3156005,17044,1.5768337,1.1644598,-0.6988943,-0.2261262,-0.4359386,0.24122,-1.2493418,-0.171753,0.0305167,0.40374,1.0110185,1.9047158
42,1.1721055,0.9109996,-0.4810242,-0.1496383,-1.3158628,-2.728671,-2.7524294,-4.0097636,-3.5000157,-1.2692363,-1.4316023,0.2383162,23035,-0.0835918,0.6702267,0.0512621,-0.1589171,0.2360967,0.5332956,0.1659628,0.7793241,0.8583074,-0.1584086,-0.0107883,1.8037961
43,-0.4375038,-0.0554139,1.0524813,0.6616728,0.116741,0.2367192,0.5249241,0.0532733,0.5965432,0.5094102,0.5068885,0.0019521,24450,-0.0790651,-0.2402076,-0.3977934,-0.5367675,-0.0932223,0.3570779,-0.1102691,-0.1667437,-0.1021562,-0.3514363,-0.2482642,-0.4172628
44,-0.3210743,-0.0108289,-0.7107277,-0.450674,-0.0801387,-1.6624709,-2.3530526,-2.6568807,-1.6772523,-1.1279651,-0.179037,0.2430294,17952,0.6259346,0.2392117,0.4158588,0.3812092,0.1926158,0.2793037,-0.3029105,-0.4156165,-0.1083617,0.272172,0.4331848,0.9387636
45,0.1804521,-0.4728401,0.3067261,-0.4903185,1.3558545,-0.0720878,1.0078936,1.6215491,1.0493884,1.5681194,1.2393699,2.3305598,15826,0.2723026,0.3630808,0.6574395,0.4811653,0.3982936,0.1451984,-0.6248482,-1.2725233,-1.1885681,-0.7003697,-0.9086478,0.6785659
46,-0.4621168,-0.3697981,-0.1656682,-1.1989447,-0.5170335,-2.2424665,-3.9932922,-3.3980269,-1.4383536,0.0913249,0.3484737,0.697452,24126,-0.0742504,-0.6276706,-0.7106063,-0.7806218,-0.0270378,-0.1629488,-0.6405867,-0.7642571,-0.0848473,-0.5568322,-0.4855179,-0.34514
47,-2.1492967,-3.5484277,-4.1106936,-3.3679516,-3.3772477,-3.9577339,-6.5184386,-5.9111207,-3.7779829,-2.3195412,-1.2752144,-0.6512261,10458,2.6618613,3.57338,3.3617023,1.5783397,1.7302032,1.3612618,0.1735802,0.4356096,-0.0225311,0.7376487,1.4435026,1.9597858
48,-0.5759733,-0.651699,-0.1357979,-1.1776776,-1.2698444,-2.1070458,-0.4040631,0.0393318,0.2970053,0.2097442,0.3361152,-1.0549259,20949,-0.5631894,-0.3824137,-0.5540247,0.0110361,-0.6476546,-1.6191237,-1.3975949,-0.6056154,-0.826846,-0.6136493,-0.4207124,0.0075335
49,0.1036232,-0.7589511,0.1221576,-0.9023989,-0.4187848,-1.0014793,-1.0184489,-0.8338011,-0.3985279,-0.3447401,-0.0150858,-0.0503347,10834,1.2555906,1.0960269,0.3179793,0.0501604,0.5066694,0.7472965,0.2017902,0.3572295,0.4268857,0.4917821,0.5763346,0.7094894
50,0.6404555,2.0191551,2.1930416,-0.0391696,1.4996854,1.7644383,3.0073295,2.3312981,0.8789005,0.4263774,0.7502377,-0.5884544,19103,-2.1420239,-1.9440275,-0.9367424,-0.5652407,-0.4110811,0.5134094,0.2395587,0.474265,-0.0512429,-0.1951577,-0.6762325,-1.2327401
51,-0.1998934,-0.2517814,0.8371222,-3.0503758,-3.7755166,-1.1719771,-0.2251773,-2.3628596,-1.8037563,-1.0279933,0.6345114,0.3809346,21564,-0.5713267,-0.4068053,-0.9360615,-1.0376107,-1.131397,-0.5410379,0.2698125,-0.566042,-0.4576795,-0.4441194,0.1137511,-1.511556
52,-0.5705986,-0.6593929,0.1745215,-0.7552034,-0.4936519,-0.9266656,-1.0973286,-1.8105731,-0.688004,-0.4395384,-0.1628152,0.5278097,10832,1.2522428,0.4796281,0.1835708,0.397912,0.5889004,0.4880512,0.5752917,0.8783653,0.6245091,0.7504744,0.7605063,0.6784517
53,1.8568653,0.7928984,-0.2192686,-0.0510834,-0.780429,-0.8270154,-0.1835641,0.5071162,0.6207075,0.366957,1.7435366,0.7728135,26577,1.225493,0.6071864,0.1858629,0.3868649,0.2120032,0.2228059,0.2165939,-0.0142705,-0.2576006,0.272925,0.0821574,0.2301363
54,0.6841304,0.8637874,0.2418094,0.0889525,0.6749416,1.6789867,-0.314393,-0.1163029,0.2699904,-0.2349784,0.7858313,0.5502849,28191,-0.6466854,0.3017302,-0.0649585,0.9118138,0.5954743,0.1920772,-0.6124504,-0.1604352,-0.0947514,-0.7972267,-0.4005946,-0.1735943
55,-2.2690418,-1.4229181,0.3140762,4.2996244,0.4450793,-3.6294464,-7.8543788,-6.6708382,-1.5840339,-1.5451095,0.3960726,0.4853763,25524,-1.4000194,-1.2280142,-0.3948789,0.625507,1.9118667,1.202297,-0.681997,-0.3136358,0.1629701,0.8803305,1.1679176,0.7514478
56,-0.4449088,-1.5276747,0.6384261,-0.602213,-0.576589,-2.293665,-1.0391075,-0.8903449,-1.1237755,-0.1279893,0.5153603,-1.3474262,11944,0.9023363,0.2449782,-0.5241606,-0.5631062,0.6346307,0.3465139,-0.2731611,0.1989188,0.3034122,-0.7442958,-0.2549867,0.3197353
57,-0.5907037,-0.6291977,-0.8411437,-1.4485553,-2.126932,-5.3658675,-3.9651843,-3.5508609,-3.3184593,-1.4073557,-0.3985947,0.0105249,14624,1.9390566,1.1042116,0.0192436,0.5266322,1.6561423,0.1860357,-0.076331,-0.3010853,-0.4016325,0.3252747,0.5583181,0.3935359
58,-0.4960931,0.2682679,0.1275714,0.048171,-2.0004058,-3.9985955,-3.9476345,-2.769841,-0.3292255,-0.1150971,-0.3215546,1.6572089,13959,0.1789788,-0.1972627,0.1526907,0.6078748,0.522154,-0.2836221,-0.602297,0.4500967,-0.4418247,-0.0346927,0.3607178,-0.2441232
59,0.4380393,0.2973887,-1.3338033,-3.3996396,-1.8521795,-2.3113882,-2.1702316,-1.9865516,-1.7124375,-1.338136,1.4750058,2.8748649,24138,-0.1190874,0.6609672,-0.1427266,-0.5962787,0.6218695,0.4007005,0.9088583,0.2895413,0.3676957,-0.4571665,0.1023129,1.650703
60,-1.838225,-1.2257404,0.9329381,2.826007,2.1922047,-2.3037663,-4.1506505,-2.4566956,0.3512866,0.0470729,2.6355753,-0.2311248,25526,-0.9605005,-1.2780686,-1.2412196,-0.2037109,0.7540862,0.379582,-1.1094326,-0.4664729,-0.1081001,-0.0970145,0.7737801,-0.2809705
61,-0.071643,-0.1804679,0.7096472,-0.6596835,-0.6215142,-0.0621002,-0.2446113,-0.0069618,0.0307663,0.5990254,-0.2378011,0.1445742,23791,0.0395708,0.2144879,0.0771371,-0.3601743,-0.1143751,0.0529903,-0.1958309,0.1269619,-0.0227863,-0.2184925,-0.0325738,-0.0774279
62,0.487382,-2.3876269,0.3716705,0.6868144,-0.0343163,-1.7504304,-2.6030479,-0.3947968,-0.185059,-1.1103852,1.3815661,-1.3088129,4121,-0.0464163,-0.8823424,-0.4715414,-1.5121511,0.123706,0.0635158,-0.1467631,-0.9562576,-0.3544106,-0.0997708,-0.7269795,-0.2773157
63,-0.3152555,0.0895377,-0.2854427,0.4587693,0.3261675,-0.187041,0.7815858,0.6577006,0.0861241,0.2499168,-0.0871415,-0.2151922,24918,0.9153951,-0.3351261,0.5773793,0.0693914,-0.1005672,-0.275335,-0.4172651,-0.3734043,-0.3534596,-0.4737092,-0.829023,0.1718766
64,0.064051,-1.0647629,0.8575139,0.2299712,-0.2800738,-0.0093111,2.1065522,1.3311545,0.6370966,0.5179717,2.1715163,-3.222425,5047,0.8434847,-0.359399,0.5833655,-0.6415944,1.1405273,0.5572312,-1.3427554,0.2156117,-0.3783912,-0.0540508,-0.6437398,0.1484919
65,0.3798082,0.3776135,0.8429909,0.6429707,1.7044603,0.6984475,0.1356975,1.2516645,0.4808192,0.2158263,-1.2279595,-0.1384827,25219,-0.3884817,-0.2581492,0.126937,0.4371493,0.4992063,-0.1748011,-0.7491592,-0.9997745,-0.6527,-0.3806787,-1.3527833,-1.5694382
66,-1.0734593,-1.23225,-0.2118643,-1.1336409,-1.2370061,-1.0725563,-0.5468841,0.5555024,0.6283508,-0.9729635,0.6690943,-0.2699784,3049,-0.2366027,-0.3770021,-0.327235,-0.7146873,-0.3226166,0.5586885,-0.5331109,-0.1812484,-0.0671136,-0.4559633,-0.7172989,-0.3442649
67,-1.1126704,0.8631356,0.5628635,0.5891675,0.256409,-2.2487237,-2.0412752,-2.9747046,-1.062153,-0.4243584,0.7127,-0.1405322,11210,-0.1015174,0.1280787,0.4829674,0.1107853,0.0614468,0.259264,-0.3671495,-0.8468273,-0.7002496,-0.4819858,-0.1479145,-0.7599316
68,0.4161229,-0.8752075,0.5032603,0.831083,5.3124141,3.1420439,0.1447782,0.3070991,0.6608111,0.3419965,0.2397955,0.2453773,5253,0.0292793,0.0769193,-0.4815716,-0.5578346,-0.3796801,0.032038,-0.6390045,-0.242841,-0.0309097,0.0080628,0.0169596,-0.4926913
69,-0.100255,0.2460073,-0.8076268,-0.7604898,-0.9775075,-0.3356462,-0.3284957,0.3217621,0.2255647,-0.2462977,-0.5303252,-0.3718589,3612,0.0028784,0.0055076,0.0389188,0.0475692,0.1809667,-0.30652,-0.4593382,0.202725,0.3755838,0.0832245,0.1779198,-0.0344777
70,-0.8358458,-0.5252276,1.210827,1.5709635,1.3090036,0.9575274,4.938239,5.236494,2.4861218,-0.0618828,0.2409241,0.6964321,24747,-0.7136807,-1.0918582,0.5740834,-0.084483,-0.166135,-0.2945905,0.0147973,0.0733567,-0.4574241,-0.804036,-1.0813531,-0.6651347
71,0.2277136,0.2661292,-1.6958916,0.0506931,0.3035145,0.5983202,-0.5772425,-0.2069137,-0.4565322,0.2048506,-1.1579923,0.0495041,28473,0.2484796,-0.6096174,-0.0411702,0.2415693,-0.1317438,-0.148272,0.1364709,-0.1648914,0.0058872,0.2927286,0.0456315,0.5631967
72,-0.6472618,-1.3108853,-0.5059782,-0.1496867,0.7739989,-0.1724523,-1.796733,-2.0577393,0.3388428,0.5902918,-0.1254962,1.5190619,16115,1.1422571,1.4624822,0.9001856,0.5970907,0.9315142,0.8332946,0.4251292,0.8664622,-0.2579948,-0.1209498,0.0493758,1.8800144
73,0.5008851,1.6266085,1.2005193,0.5083619,1.5536084,0.9445831,-0.3450107,-1.4035439,-0.2599856,0.1973803,0.3134622,1.256293,4750,0.0434055,-0.2515072,-0.0810811,0.0276584,0.2701562,0.1491516,-0.2345743,-0.0506243,-0.2644707,-0.758945,-0.815584,-0.7954716
74,-1.4434128,0.9753648,0.2725468,-0.9373223,-0.3306209,0.1916445,1.1784869,0.1853857,0.2696339,0.4386259,0.5164345,-0.3108466,5855,0.2462119,0.5600214,0.0668951,-0.0258139,0.5976518,0.6694747,0.0916446,0.0202445,-0.1538906,-0.0671827,0.0117906,0.2387599
75,-0.0095902,0.2458246,0.2276683,-0.8999061,-1.0897831,-1.9487944,-0.1903679,-0.7035414,0.0993287,-0.6445001,-0.4268712,-0.0977987,8305,-0.202175,-0.6426311,0.563691,1.601918,-0.1950133,0.5447273,0.943185,1.0150204,0.8800857,1.3460087,0.7188099,-0.3636272
